X,Y,Z,Bx,By,Bz
0.8999999999999995,-0.7000000000000001,0.0,2.2864106137285298e-06,-9.034715815485064e-06,-5.0379028958469065e-08
0.0,0.8999999999999995,-0.7000000000000001,-1.2304113906819387e-06,0.0,0.0
0.8999999999999995,0.0,-0.7000000000000001,2.288969569395343e-06,7.185530175313177e-08,-9.022931241683743e-06
1.0,-0.7000000000000001,0.0,2.9109044513456505e-06,-6.966998898797539e-06,-3.3269327077046355e-08
0.0,1.0,-0.7000000000000001,-1.2431554821348416e-06,0.0,0.0
1.0,0.0,-0.7000000000000001,2.914128609627816e-06,5.5285889286864354e-08,-6.954713587279894e-06
-1.0,-0.6000000000000001,0.0,5.132592636076839e-06,8.112980632325178e-06,3.8502406226458646e-08
0.0,-1.0,-0.6000000000000001,-1.241326511679553e-06,0.0,0.0
-1.0,0.0,-0.6000000000000001,5.134525951594582e-06,-6.437066787253386e-08,8.09853381432232e-06
-0.9,-0.6000000000000001,0.0,5.3882587726236505e-06,1.1271384416052456e-05,6.41784464517266e-08
0.0,-0.9,-0.6000000000000001,-1.1533505878832648e-06,0.0,0.0
-0.9,0.0,-0.6000000000000001,5.388995630402043e-06,-8.966457410979727e-08,1.1257455430915883e-05
-0.8,-0.6000000000000001,0.0,4.713127948026683e-06,1.607216131587392e-05,1.0460349512158333e-07
0.0,-0.8,-0.6000000000000001,-8.947571236540062e-07,0.0,0.0
-0.8,0.0,-0.6000000000000001,4.7124968877981325e-06,-1.2833592476926652e-07,1.6059063551729136e-05
-0.7000000000000001,-0.6000000000000001,0.0,8.571249656756405e-07,2.3445337689963313e-05,1.6820332333407916e-07
0.0,-0.7000000000000001,-0.6000000000000001,-3.7700064228325094e-07,0.0,0.0
-0.7000000000000001,0.0,-0.6000000000000001,8.552984060571736e-07,-1.8833766944057568e-07,2.3433214773417466e-05
-0.6000000000000001,-0.6000000000000001,0.0,-1.4831826536377593e-05,3.1152664597098765e-05,2.387004901574895e-07
0.0,-0.6000000000000001,-0.6000000000000001,4.899966309964729e-07,0.0,0.0
-0.6000000000000001,0.0,-0.6000000000000001,-1.4833044234278099e-05,-2.530270458704839e-07,3.1140674943834014e-05
-0.5000000000000001,-0.6000000000000001,0.0,-4.332803349167131e-05,1.8022631973144761e-06,5.501390311553437e-10
0.0,-0.5000000000000001,-0.6000000000000001,1.7554834209733283e-06,0.0,0.0
-0.5000000000000001,0.0,-0.6000000000000001,-4.3321457051438696e-05,-1.4220949043388125e-08,1.7937435338791028e-06
-0.40000000000000013,-0.6000000000000001,0.0,-1.418053896533297e-05,-2.74104496236326e-05,-2.36523382139708e-07
