n_spires,points,execution_time
3,71,47.949333906173706
3,72,47.827104568481445
3,73,47.58841609954834
3,74,47.43055200576782
3,75,47.43991017341614
3,76,47.90979051589966
3,77,47.368245124816895
3,78,47.60782790184021
3,79,47.46723413467407
3,80,47.477370738983154
3,81,47.21794676780701
3,82,47.73418140411377
3,83,47.43867373466492
3,84,47.66271448135376
3,85,47.880423069000244
3,86,48.16452670097351
3,87,47.406559467315674
3,88,48.445196866989136
3,89,47.92689490318298
3,90,47.08007049560547
3,91,47.2819287776947
3,92,48.08898878097534
3,93,47.57445168495178
3,94,47.70050644874573
3,95,48.72336769104004
3,96,47.45152425765991
3,97,47.70659947395325
3,98,47.7816379070282
3,99,46.683284759521484
4,1,159.3579659461975
4,2,106.04484510421753
4,3,88.31022882461548
4,4,79.12758159637451
4,5,73.16598916053772
4,6,68.548259973526
4,7,66.50863480567932
4,8,64.42157673835754
4,9,61.71286082267761
4,10,60.84669518470764
4,11,60.22973012924194
4,12,59.254962682724
4,13,57.60240435600281
4,14,56.960739850997925
4,15,56.288196325302124
4,16,56.043010234832764
4,17,56.468666791915894
4,18,55.29337167739868
4,19,54.688188552856445
4,20,54.45314145088196
4,21,54.096333026885986
4,22,53.908185958862305
4,23,54.01133894920349
4,24,53.187259674072266
4,25,52.94583535194397
4,26,52.910951137542725
4,27,52.436434507369995
4,28,52.580443143844604
4,29,52.556262493133545
4,30,52.280553340911865
4,31,52.30161762237549
4,32,51.8490035533905
4,33,51.599128007888794
4,34,51.86279559135437
4,35,51.17497682571411
4,36,52.1779727935791
4,37,52.25882124900818
4,38,51.25048041343689
4,39,51.237194776535034
4,40,51.844189405441284
4,41,50.9569365978241
4,42,50.804993867874146
4,43,51.39752650260925
4,44,51.33006477355957
4,45,50.964250802993774
4,46,50.76856327056885
4,47,50.68785071372986
4,48,50.563108921051025
4,49,53.06988739967346
4,50,53.02730178833008
4,51,52.97352862358093
4,52,53.2295024394989
4,53,53.38903045654297
4,54,52.90492272377014
4,55,52.84415030479431
4,56,52.98226594924927
4,57,51.18618202209473
4,58,50.88366341590881
4,59,50.285531520843506
4,60,50.54813313484192
4,61,50.40470314025879
4,62,50.34383153915405
4,63,50.53514003753662
4,64,50.54166126251221
4,65,50.01794767379761
4,66,50.549463510513306
4,67,50.39755964279175
4,68,49.56566286087036
4,69,50.765135526657104
4,70,50.59006667137146
4,71,50.454278230667114
4,72,49.79264998435974
4,73,50.315258502960205
4,74,50.227054834365845
4,75,50.22199892997742
4,76,49.54846811294556
4,77,50.57904839515686
4,78,49.156615018844604
4,79,49.635303020477295
4,80,50.07885766029358
4,81,50.12753391265869
4,82,49.55585837364197
4,83,49.126288414001465
4,84,49.22439908981323
4,85,49.437328577041626
4,86,49.2074761390686
4,87,50.229954957962036
4,88,50.63846135139465
4,89,49.83801746368408
4,90,50.019413471221924
4,91,49.427496671676636
4,92,49.22542405128479
4,93,50.150066614151
4,94,50.07076835632324
4,95,50.355655670166016
4,96,49.036137342453
4,97,49.33754324913025
4,98,50.172077894210815
4,99,49.45785880088806
