X,Y,Z,Bx,By,Bz,B_norm
-0.6,0.0,-0.4999999999999999,2.3004177841958186e-05,-8.320665767472465e-08,2.8645879123692146e-05,3.673942721792901e-05
-0.6,0.0,-0.4899999999999999,2.4180870933091673e-05,-8.260951495690897e-08,2.8399482734567154e-05,3.729949011723588e-05
-0.6,0.0,-0.47999999999999987,2.5336010191187456e-05,-8.194009294939408e-08,2.809128320653124e-05,3.782909354949351e-05
-0.6,0.0,-0.46999999999999986,2.646413651454752e-05,-8.119914271818441e-08,2.7724319210335377e-05,3.832747044142043e-05
-0.6,0.0,-0.45999999999999985,2.7560322302680747e-05,-8.038762800949775e-08,2.7302218790305477e-05,3.879418743152237e-05
-0.6,0.0,-0.44999999999999984,2.862024295614465e-05,-7.950671523888024e-08,2.6829094769099222e-05,3.9229133999055124e-05
-0.6,0.0,-0.43999999999999984,2.9640225644341493e-05,-7.855776184970966e-08,2.63094324556233e-05,3.963250413116021e-05
-0.6,0.0,-0.4299999999999998,3.061727520916708e-05,-7.754230322577172e-08,2.574797491147797e-05,4.0004771791434654e-05
-0.6,0.0,-0.4199999999999998,3.1549078315863125e-05,-7.646203836111483e-08,2.5149610637507257e-05,4.034666162450115e-05
-0.6,0.0,-0.4099999999999998,3.243398798306108e-05,-7.531881450392586e-08,2.451926786536205e-05,4.065911639549665e-05
-0.6,0.0,-0.3999999999999998,3.327099136803223e-05,-7.411461099964125e-08,2.386181877453136e-05,4.0943262630325586e-05
-0.6,0.0,-0.3899999999999998,3.4059664132653616e-05,-7.285152256223106e-08,2.318199600169067e-05,4.120037580891603e-05
-0.6,0.0,-0.3799999999999998,3.480011488415215e-05,-7.153174220140794e-08,2.2484322856561893e-05,4.1431846290727164e-05
-0.6,0.0,-0.3699999999999998,3.5492923109739674e-05,-7.015754402771101e-08,2.1773057779862993e-05,4.1639146941791795e-05
-0.6,0.0,-0.35999999999999976,3.613907375797964e-05,-6.873126614781487e-08,2.1052152825950396e-05,4.182380320677222e-05
-0.6,0.0,-0.34999999999999976,3.673989122019549e-05,-6.725529384901962e-08,2.0325225354840297e-05,4.1987366145918126e-05
-0.6,0.0,-0.33999999999999975,3.72969749889641e-05,-6.573204325564145e-08,1.9595541684833637e-05,4.213138874937517e-05
-0.6,0.0,-0.32999999999999974,3.781213876742931e-05,-6.416394562127273e-08,1.886601118135295e-05,4.225740565953124e-05
-0.6,0.0,-0.31999999999999973,3.828735431256057e-05,-6.255343240071154e-08,1.8139189121975273e-05,4.236691628134199e-05
-0.6,0.0,-0.3099999999999997,3.8724700846271165e-05,-6.090292122368174e-08,1.74172866576155e-05,4.246137114263456e-05
-0.6,0.0,-0.2999999999999997,3.9126320478550935e-05,-5.921480287066751e-08,1.670218625848157e-05,4.2542161280266005e-05
-0.6,0.0,-0.2899999999999997,3.949437976528347e-05,-5.749142932937548e-08,1.59954611644923e-05,4.261061037081797e-05
-0.6,0.0,-0.2799999999999997,3.983103727170789e-05,-5.573510298875588e-08,1.529839752972166e-05,4.2667969292190155e-05
-0.6,0.0,-0.2699999999999997,4.0138416826779006e-05,-5.3948067007704995e-08,1.4612018139380172e-05,4.271541279046435e-05
-0.6,0.0,-0.2599999999999997,4.0418586026828604e-05,-5.213249687608393e-08,1.3937106770431112e-05,4.2754037930185866e-05
-0.6,0.0,-0.24999999999999967,4.0673539469983416e-05,-5.029049316887797e-08,1.3274232451926365e-05,4.278486402149453e-05
-0.6,0.0,-0.23999999999999966,4.090518616627201e-05,-4.8424075478537906e-08,1.2623773051034574e-05,4.2808833740625124e-05
-0.6,0.0,-0.22999999999999965,4.111534056305444e-05,-4.653517749722681e-08,1.1985937761146743e-05,4.28268151880662e-05
-0.6,0.0,-0.21999999999999964,4.130571664303193e-05,-4.462564320913211e-08,1.1360788197449342e-05,4.2839604658654134e-05
-0.6,0.0,-0.20999999999999963,4.147792458547808e-05,-4.269722414366013e-08,1.0748257912820982e-05,4.2847929928201614e-05
-0.6,0.0,-0.19999999999999962,4.1633469524590315e-05,-4.0751577632795955e-08,1.0148170233936483e-05,4.285245389056529e-05
-0.6,0.0,-0.1899999999999996,4.177375198733424e-05,-3.879026601040222e-08,9.560254385918553e-06,4.285377840643137e-05
-0.6,0.0,-0.1799999999999996,4.1900069643326e-05,-3.681475668734511e-08,8.984159926032387e-06,4.28524482499939e-05
-0.6,0.0,-0.1699999999999996,4.201362004860537e-05,-3.482642303427547e-08,8.419469545178796e-06,4.284895506182747e-05
-0.6,0.0,-0.1599999999999996,4.2115504111869354e-05,-3.2826546002925103e-08,7.865710322665572e-06,4.2843741235553815e-05
-0.6,0.0,-0.14999999999999958,4.22067300547486e-05,-3.081631641743238e-08,7.322363537119666e-06,4.283720368242441e-05
-0.6,0.0,-0.13999999999999957,4.2288217676433525e-05,-2.879683786860951e-08,6.788873146406382e-06,4.282969743186722e-05
-0.6,0.0,-0.12999999999999956,4.236080276714652e-05,-2.6769130146653923e-08,6.264653053750901e-06,4.28215390375835e-05
-0.6,0.0,-0.11999999999999955,4.242524154465529e-05,-2.4734133150748893e-08,5.749093277351752e-06,4.281300976819288e-05
-0.6,0.0,-0.10999999999999954,4.24822150134227e-05,-2.269271121775241e-08,5.241565137827313e-06,4.280435856895774e-05
-0.6,0.0,-0.09999999999999953,4.253233316741711e-05,-2.064565781628562e-08,4.741425572810242e-06,4.279580478703322e-05
-0.6,0.0,-0.08999999999999952,4.257613897543548e-05,-1.8593700556561042e-08,4.248020681668314e-06,4.278754065721911e-05
-0.6,0.0,-0.07999999999999952,4.261411210241888e-05,-1.653750647095033e-08,3.760688596282152e-06,4.2779733548549016e-05
