initial_values,results,time_s
[0.66419959 1.21324934],"(1.05, 0.59, -1.3877787807814457e-16, [{'gen': 0, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 200.1162}, {'gen': 1, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.1012}, {'gen': 2, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 100.10260000000002}, {'gen': 3, 'nevals': 49, 'min': 0.049999999999999906, 'avg': 100.09840000000003}, {'gen': 4, 'nevals': 48, 'min': 0.01999999999999988, 'avg': 300.08420000000007}, {'gen': 5, 'nevals': 48, 'min': 0.01999999999999988, 'avg': 400.07219999999995}, {'gen': 6, 'nevals': 44, 'min': 0.01999999999999988, 'avg': 400.0632}, {'gen': 7, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 500.05879999999996}, {'gen': 8, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 400.0490000000001}, {'gen': 9, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 500.0502}, {'gen': 10, 'nevals': 50, 'min': -1.3877787807814457e-16, 'avg': 700.0360000000001}, {'gen': 11, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 500.05100000000016}, {'gen': 12, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 300.05439999999993}, {'gen': 13, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0557999999999}, {'gen': 14, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 200.05580000000006}, {'gen': 15, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 200.04100000000003}, {'gen': 16, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.03420000000006}, {'gen': 17, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0436000000002}, {'gen': 18, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0348000000001}, {'gen': 19, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 600.0502}, {'gen': 20, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.04359999999986}, {'gen': 21, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.05159999999995}, {'gen': 22, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 900.0368}, {'gen': 23, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0522}, {'gen': 24, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0410000000002}, {'gen': 25, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.0452}, {'gen': 26, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0398}, {'gen': 27, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 200.0368}, {'gen': 28, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.04060000000004}, {'gen': 29, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 1000.0422000000002}, {'gen': 30, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.048}, {'gen': 31, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.0434}, {'gen': 32, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 700.0346000000001}, {'gen': 33, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.03899999999993}, {'gen': 34, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 800.0480000000002}, {'gen': 35, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 800.0382000000001}, {'gen': 36, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.04900000000004}, {'gen': 37, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.0575999999999}, {'gen': 38, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 0.059399999999999925}, {'gen': 39, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 700.0334000000001}, {'gen': 40, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 1000.0462}, {'gen': 41, 'nevals': 45, 'min': -1.3877787807814457e-16, 'avg': 500.0448}, {'gen': 42, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 800.0488}, {'gen': 43, 'nevals': 46, 'min': -1.3877787807814457e-16, 'avg': 600.0326}, {'gen': 44, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 900.0414000000002}, {'gen': 45, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 800.0420000000001}, {'gen': 46, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 1000.0473999999998}, {'gen': 47, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 1200.0518}, {'gen': 48, 'nevals': 46, 'min': -1.3877787807814457e-16, 'avg': 1000.0460000000002}, {'gen': 49, 'nevals': 46, 'min': -1.3877787807814457e-16, 'avg': 900.0538}, {'gen': 50, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 500.05319999999995}, {'gen': 51, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 900.0528000000002}, {'gen': 52, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 500.05799999999994}, {'gen': 53, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 900.0527999999999}, {'gen': 54, 'nevals': 44, 'min': -1.3877787807814457e-16, 'avg': 400.06739999999996}, {'gen': 55, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 500.0555999999999}, {'gen': 56, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.05019999999996}, {'gen': 57, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0503999999999}, {'gen': 58, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 700.0374}, {'gen': 59, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.05319999999995}, {'gen': 60, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.05659999999995}, {'gen': 61, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0428000000002}, {'gen': 62, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.05440000000004}, {'gen': 63, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 900.0358}, {'gen': 64, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.047}, {'gen': 65, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.04220000000004}, {'gen': 66, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 800.0318000000001}, {'gen': 67, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.0414}, {'gen': 68, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 200.05379999999997}, {'gen': 69, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 500.04119999999995}, {'gen': 70, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 200.05460000000002}, {'gen': 71, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 300.0418}, {'gen': 72, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 200.04620000000003}, {'gen': 73, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.04100000000005}, {'gen': 74, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 500.0406}, {'gen': 75, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.043}, {'gen': 76, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.0366}, {'gen': 77, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0398}, {'gen': 78, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 900.0332000000001}, {'gen': 79, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 200.03660000000002}, {'gen': 80, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0391999999999}, {'gen': 81, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.0554}, {'gen': 82, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 1200.0444}, {'gen': 83, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 800.0388}, {'gen': 84, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.0512}, {'gen': 85, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0551999999999}, {'gen': 86, 'nevals': 43, 'min': 0.00999999999999987, 'avg': 500.04759999999993}, {'gen': 87, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0516}, {'gen': 88, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 300.045}, {'gen': 89, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 700.0384000000001}, {'gen': 90, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.05300000000005}, {'gen': 91, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.04400000000004}, {'gen': 92, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.0416}, {'gen': 93, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 400.0395999999999}, {'gen': 94, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 200.04360000000005}, {'gen': 95, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 200.05359999999996}, {'gen': 96, 'nevals': 50, 'min': -1.3877787807814457e-16, 'avg': 500.04}, {'gen': 97, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 400.0383999999999}, {'gen': 98, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 600.0500000000001}, {'gen': 99, 'nevals': 50, 'min': -1.3877787807814457e-16, 'avg': 400.04040000000003}, {'gen': 100, 'nevals': 45, 'min': -1.3877787807814457e-16, 'avg': 400.0426}, {'gen': 101, 'nevals': 50, 'min': -1.3877787807814457e-16, 'avg': 700.0423999999999}, {'gen': 102, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.04699999999997}, {'gen': 103, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 200.04880000000006}, {'gen': 104, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.0456}, {'gen': 105, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 100.04620000000001}, {'gen': 106, 'nevals': 45, 'min': -1.3877787807814457e-16, 'avg': 500.04220000000004}, {'gen': 107, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 300.0364}, {'gen': 108, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.0414}, {'gen': 109, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.04720000000003}, {'gen': 110, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0484}, {'gen': 111, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.04519999999997}, {'gen': 112, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0464}, {'gen': 113, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 100.04180000000002}, {'gen': 114, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 300.0464}, {'gen': 115, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 300.0498}, {'gen': 116, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 400.04799999999994}, {'gen': 117, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 100.0468}, {'gen': 118, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.03320000000014}, {'gen': 119, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0338}, {'gen': 120, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 600.0364}, {'gen': 121, 'nevals': 46, 'min': -1.3877787807814457e-16, 'avg': 700.0458}, {'gen': 122, 'nevals': 45, 'min': -1.3877787807814457e-16, 'avg': 800.0402000000001}, {'gen': 123, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0430000000001}, {'gen': 124, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0468000000001}, {'gen': 125, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0419999999999}, {'gen': 126, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.035}, {'gen': 127, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 700.0394}, {'gen': 128, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0550000000001}, {'gen': 129, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 200.05300000000003}, {'gen': 130, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.0546}, {'gen': 131, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 800.0522}, {'gen': 132, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0573999999999}, {'gen': 133, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 100.05080000000002}, {'gen': 134, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0418}, {'gen': 135, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.05100000000004}, {'gen': 136, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 500.0436}, {'gen': 137, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0365999999999}, {'gen': 138, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0484}, {'gen': 139, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0432000000001}, {'gen': 140, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.059}, {'gen': 141, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.05759999999987}, {'gen': 142, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0516}, {'gen': 143, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 700.045}, {'gen': 144, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.0378}, {'gen': 145, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0455999999999}, {'gen': 146, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 300.0396}, {'gen': 147, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.04700000000014}, {'gen': 148, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 800.0358000000001}, {'gen': 149, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0386}, {'gen': 150, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 200.0472}])",86.17736721038818
[0.97788333 0.74807299],"(1.01, 0.57, -1.3877787807814457e-16, [{'gen': 0, 'nevals': 49, 'min': 0.09999999999999995, 'avg': 300.12300000000005}, {'gen': 1, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.10380000000004}, {'gen': 2, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 0.09839999999999995}, {'gen': 3, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.07919999999996}, {'gen': 4, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.062}, {'gen': 5, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.04759999999993}, {'gen': 6, 'nevals': 49, 'min': -1.3877787807814457e-16, 'avg': 400.05879999999996}, {'gen': 7, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 900.0446000000002}, {'gen': 8, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 300.0468}, {'gen': 9, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0503999999999}, {'gen': 10, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0512}, {'gen': 11, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0413999999998}, {'gen': 12, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.045}, {'gen': 13, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.04999999999995}, {'gen': 14, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 900.0446000000002}, {'gen': 15, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0414}, {'gen': 16, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0282}, {'gen': 17, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.0436000000001}, {'gen': 18, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 400.0440000000001}, {'gen': 19, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.05360000000013}, {'gen': 20, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0422000000002}, {'gen': 21, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0423999999999}, {'gen': 22, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.04100000000005}, {'gen': 23, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 500.0491999999998}, {'gen': 24, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.046}, {'gen': 25, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 700.0464000000002}, {'gen': 26, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.0414}, {'gen': 27, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.03739999999993}, {'gen': 28, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.03299999999996}, {'gen': 29, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.0348}, {'gen': 30, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 600.0446000000001}, {'gen': 31, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.0352}, {'gen': 32, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 600.0402}, {'gen': 33, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.0402}, {'gen': 34, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 800.0508000000002}, {'gen': 35, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 600.049}, {'gen': 36, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 700.051}, {'gen': 37, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 500.03799999999995}, {'gen': 38, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0488}, {'gen': 39, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 700.0366}, {'gen': 40, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 100.0616}, {'gen': 41, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.066}, {'gen': 42, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 300.04740000000004}, {'gen': 43, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 300.0452}, {'gen': 44, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.038}, {'gen': 45, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.0516}, {'gen': 46, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0326000000001}, {'gen': 47, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.04}, {'gen': 48, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0366000000001}, {'gen': 49, 'nevals': 47, 'min': -1.3877787807814457e-16, 'avg': 500.0444}, {'gen': 50, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 600.0388}, {'gen': 51, 'nevals': 43, 'min': 0.00999999999999987, 'avg': 500.04380000000003}, {'gen': 52, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0492}, {'gen': 53, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.0455999999999}, {'gen': 54, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 700.0318000000001}, {'gen': 55, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.0482}, {'gen': 56, 'nevals': 43, 'min': 0.00999999999999987, 'avg': 200.04980000000003}, {'gen': 57, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0522}, {'gen': 58, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 300.04380000000003}, {'gen': 59, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.0405999999999}, {'gen': 60, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.03460000000007}, {'gen': 61, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0378}, {'gen': 62, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.0381999999999}, {'gen': 63, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 700.0394000000001}, {'gen': 64, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 800.0382000000001}, {'gen': 65, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 900.0390000000001}, {'gen': 66, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 800.0464000000002}, {'gen': 67, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.04659999999996}, {'gen': 68, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.03380000000004}, {'gen': 69, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 200.03680000000003}, {'gen': 70, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.03799999999995}, {'gen': 71, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0352}, {'gen': 72, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 800.0270000000003}, {'gen': 73, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 800.0360000000001}, {'gen': 74, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0332}, {'gen': 75, 'nevals': 48, 'min': -1.3877787807814457e-16, 'avg': 500.0403999999999}, {'gen': 76, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0384000000001}, {'gen': 77, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 400.0378}, {'gen': 78, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.0436}, {'gen': 79, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 300.03700000000003}, {'gen': 80, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0322}, {'gen': 81, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.05}, {'gen': 82, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 600.0329999999999}, {'gen': 83, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 1000.0300000000002}, {'gen': 84, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 500.04100000000005}, {'gen': 85, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 200.0486}, {'gen': 86, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 800.0428000000002}, {'gen': 87, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.05100000000004}, {'gen': 88, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0476}, {'gen': 89, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 600.0472}, {'gen': 90, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 700.0504000000002}, {'gen': 91, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0462000000001}, {'gen': 92, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 100.03580000000004}, {'gen': 93, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0464}, {'gen': 94, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.04099999999994}, {'gen': 95, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.0438}, {'gen': 96, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0442000000002}, {'gen': 97, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0468}, {'gen': 98, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 300.0518}, {'gen': 99, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 500.03399999999993}, {'gen': 100, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.0326}, {'gen': 101, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 400.029}, {'gen': 102, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 800.0344}, {'gen': 103, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 500.03860000000003}, {'gen': 104, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0484000000001}, {'gen': 105, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.051}, {'gen': 106, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0406000000002}, {'gen': 107, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 200.0376}, {'gen': 108, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 400.04259999999994}, {'gen': 109, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 700.0366}, {'gen': 110, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.03619999999995}, {'gen': 111, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0466000000001}, {'gen': 112, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 600.0308}, {'gen': 113, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.04659999999996}, {'gen': 114, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0382}, {'gen': 115, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 700.0396000000001}, {'gen': 116, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 200.04020000000003}, {'gen': 117, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.04839999999996}, {'gen': 118, 'nevals': 44, 'min': 0.00999999999999987, 'avg': 300.03920000000005}, {'gen': 119, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 600.0455999999999}, {'gen': 120, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 800.0426000000001}, {'gen': 121, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 300.05140000000006}, {'gen': 122, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.0436}, {'gen': 123, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 1000.0444}, {'gen': 124, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 700.0456000000001}, {'gen': 125, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 500.0530000000001}, {'gen': 126, 'nevals': 50, 'min': 0.00999999999999987, 'avg': 200.05560000000003}, {'gen': 127, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 900.038}, {'gen': 128, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 200.0294}, {'gen': 129, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.0317999999999}, {'gen': 130, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0302}, {'gen': 131, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.0417999999999}, {'gen': 132, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 600.0383999999999}, {'gen': 133, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 400.04159999999996}, {'gen': 134, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 500.0426}, {'gen': 135, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.04479999999995}, {'gen': 136, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.05120000000005}, {'gen': 137, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.0563999999999}, {'gen': 138, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0491999999999}, {'gen': 139, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 500.04659999999996}, {'gen': 140, 'nevals': 46, 'min': 0.00999999999999987, 'avg': 300.05300000000005}, {'gen': 141, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 400.0471999999999}, {'gen': 142, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 300.0486000000001}, {'gen': 143, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 600.039}, {'gen': 144, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 200.0428}, {'gen': 145, 'nevals': 47, 'min': 0.00999999999999987, 'avg': 400.0382}, {'gen': 146, 'nevals': 45, 'min': 0.00999999999999987, 'avg': 400.04900000000004}, {'gen': 147, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0436}, {'gen': 148, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 900.0374000000002}, {'gen': 149, 'nevals': 48, 'min': 0.00999999999999987, 'avg': 500.0326}, {'gen': 150, 'nevals': 49, 'min': 0.00999999999999987, 'avg': 300.0464}])",77.78810954093933
