Time (UTC),ECI X (km),ECI Y (km),ECI Z (km),ECEF X (km),ECEF Y (km),ECEF Z (km),Latitude (deg),Longitude (deg),Altitude (m),B N,B E,B D,Bx ECEF (nT),By ECEF (nT),Bz ECEF (nT),Bx ECI (nT),By ECI (nT),Bz ECI (nT)
2025-01-15 02:04:48,-2276.0507931892666,1216.0316779114846,6409.09137343216,2566.8541636823047,265.3299026655833,6409.09137343216,68.19099432960594,5.901575323015779,549370.9660883024,29605.08427445596,-1275.7323721674968,-839.7279061333477,-26899.00806623558,-4063.0193475130523,11778.322876101782,24569.05013256038,-11680.177085532861,11778.322876101782
2025-01-15 02:09:36,-3470.474345561216,2688.701051781496,5337.600279935249,4373.740140613712,-379.081404758678,5337.600279935249,50.736755460915596,-4.953568569231099,545740.2750429697,24319.604452314128,-2015.134389734799,-11995.411719558253,-11369.688404749108,-1037.253941617975,24678.9002892539,10117.70078373953,-5289.408380074732,24678.9002892539
2025-01-15 02:14:24,-4321.115491331731,3895.02141060204,3735.9667024769215,5721.519043059348,-1052.3548443299014,3735.9667024769215,32.86984050198233,-10.421888882657953,541930.5795220006,18903.333249816253,-1320.4765072673056,-15819.64768289312,2738.7452210799256,-1846.3619972707015,24462.852265420024,-1364.7032520298792,3007.8834825924782,24462.852265420024
2025-01-15 02:19:12,-4743.348877419819,4715.173340365121,1762.9493439914015,6477.417256384101,-1665.9183321241417,1762.9493439914015,14.854400833159001,-14.423235208844812,539919.8185870321,14621.190654075417,-1477.2902490139593,-18114.88308835909,12959.461748979602,-4858.39313314902,18776.55344487047,-8718.059506462052,10749.2823528495,18776.55344487047
2025-01-15 02:24:00,-4695.18414601282,5067.722037857757,-385.3837878344708,6570.971434564255,-2132.813921583383,-385.3837878344708,-3.2126897762667928,-17.982456861828474,541111.7794755343,12134.094356774962,-2850.8209697569437,-18234.68810536437,17083.371436913498,-8542.174050771719,11093.104128034274,-10744.297117966598,15791.465942276682,11093.104128034274
2025-01-15 02:28:48,-4181.701059261126,4918.03954300844,-2495.461791347572,6001.082604833404,-2379.231864612235,-2495.461791347572,-21.254103988155173,-21.62669735271268,545713.6347882152,11451.452578193059,-4254.339175568121,-16223.959955290104,16347.04378196185,-11057.567921938287,4791.283319172318,-9242.51577250626,17437.647517730977,4791.283319172318
2025-01-15 02:33:36,-3254.4500177993295,4281.745835298014,-4358.028448190351,4835.264166980689,-2354.785075534174,-4358.028448190351,-39.19175574507744,-25.9661915780374,552587.4394217739,12285.605821050407,-4562.053979542531,-13485.087010293142,14378.71113056338,-12076.756934426685,1000.31332504073,-7390.230037318266,17262.09407415361,1000.31332504073
2025-01-15 02:38:24,-2005.8855349231078,3222.7367008996594,-5789.2712834811455,3201.2203448156297,-2040.0482657226232,-5789.2712834811455,-56.909348443031085,-32.50822334801451,559646.185281801,13891.969137484808,-2566.569197411215,-11960.735086131064,13942.805233822517,-11928.791430350102,-2436.2645557152755,-7421.880082648694,16781.346156249958,-2436.2645557152755
2025-01-15 02:43:12,-559.7081591069269,1846.2671700531957,-6648.783242310366,1272.156553544948,-1450.3769819808024,-6648.783242310366,-73.91350942575686,-48.745309258370455,564620.2596228151,15123.70369311668,2833.6316029498603,-18152.192560357165,15029.139103080215,-12837.378810899832,-13250.836173330288,-8386.84278420112,17897.882138045505,-13250.836173330288
2025-01-15 02:48:00,941.5357987532033,288.2135535078222,-6852.68067261172,-752.0105862115549,-635.6388841041681,-6852.68067261172,-81.87276403362672,-139.79374817384777,565879.111201195,12464.472540255809,3207.8321962528767,18308.946888412385,-5376.237683384506,-8744.520580584964,19887.18752001639,8384.91546432077,5921.466412022617,19887.18752001639
2025-01-15 02:52:48,2350.2212630306626,-1298.1639362670899,-6381.117490920943,-2665.292474153183,324.01484201856135,-6381.117490920943,-67.30675455832319,173.0686666272802,563007.4322743658,-17381.689693360502,-4197.415619884243,-15178.141161710908,10612.515495272379,2938.173769354943,-20708.912414002432,-10940.78108799336,1248.062266446907,-20708.912414002432
2025-01-15 02:57:36,3527.6396070219766,-2756.7786622077506,-5280.0227714441835,-4276.212311421582,1325.9253587893274,-5280.0227714441835,-49.879055042881674,162.77290227819728,556949.8352359105,-10196.128946355693,-5780.291725480065,-23093.15259498519,-5054.755219765118,7619.112643872208,-24229.42605357958,2022.8579440445583,-8916.808484540412,-24229.42605357958
2025-01-15 03:02:24,4357.270252253061,-3943.5838516938725,-3657.056048508662,-5426.756401923542,2255.65347531308,-3657.056048508662,-32.052261431471436,157.42958705088768,549680.7067469917,-6626.239705325042,-4294.962267932962,-26071.991011472826,-15509.547883429412,11097.811791672348,-19452.376890908272,10894.522275062103,-15653.01525297753,-19452.376890908272
2025-01-15 03:07:12,4756.331334324575,-4740.681432879133,-1671.8143339647247,-6008.1595636023185,2999.794470995763,-1671.8143339647247,-14.063050107434949,153.46765105240146,543500.0815549148,-1567.0802299680436,-1655.919545900966,-28990.729184883443,-24079.732559546963,13873.537887047856,-8564.555739689453,18479.20989463497,-20756.381556347522,-8564.555739689453
2025-01-15 03:12:00,4684.429401908904,-5068.354140222259,479.3573481729054,-5971.87348292471,3459.598187090147,479.3573481729054,3.9977464841611097,149.9156272155686,540193.9356624475,5959.578886539961,375.2562302242745,-30948.9832093145,-26543.220275891563,14943.218126119244,8102.755633385838,20948.93489459066,-22112.992501275836,8102.755633385838
2025-01-15 03:16:48,4148.100176372154,-4893.531319599199,2582.8462196222163,-5334.17729036713,3563.6970247270683,2582.8462196222163,22.053888062198435,146.25361129511444,540382.030157269,14959.619928633509,1484.7365427286338,-30730.447163245575,-19837.084034765583,11467.30507763914,25403.66243511968,15917.403569464568,-16481.664125712443,25403.66243511968
2025-01-15 03:21:36,3200.404644527031,-4233.4198426489,4429.502354017531,-4173.540786352813,3278.107801383776,4429.502354017531,40.02459626743154,141.85213552329952,543330.9732929934,25072.6436311585,1873.007106931316,-27464.309558436325,-5015.645675129965,1557.8489065798349,36862.58698253723,4453.078361336975,-2784.54446220101,36862.58698253723
2025-01-15 03:26:24,1935.4979325694849,-3153.7171550984103,5835.964984228503,-2620.981565789619,2611.9991908754027,5835.964984228503,57.783408484928394,135.09834770870998,547314.321187662,36895.31792162712,2071.379471132686,-18023.412618811824,13841.926657195982,-16718.846559819307,34918.18632182003,-9536.091085073138,19498.249426324488,34918.18632182003
2025-01-15 03:31:12,478.9251110544073,-1761.7264572776373,6663.003718216181,-844.8379709962051,1618.4245966474639,6663.003718216181,74.76707336575896,117.56512458196866,550354.3398166634,42393.119428605314,1983.1174897059768,18353.528926905827,19401.97211945242,-41453.07916143704,-6570.164369965583,-10081.586298166047,44644.77474241533,-6570.164369965583
2025-01-15 03:36:00,-1025.0442228676916,-195.4185887121103,6828.999810727319,967.8821060079772,390.01065692904524,6828.999810727319,81.3648576178571,21.947100690201978,551028.1457225829,28778.781458432488,-185.8657395643752,18952.638669455722,-28960.476676404047,-11870.088738443103,-14416.903442045135,30709.61525859005,6043.81887984988,-14416.903442045135
2025-01-15 03:40:48,-2427.609033751135,1390.2163004895042,6317.598804382832,2631.3127504470563,-949.8316652078886,6317.598804382832,66.24666071958269,-19.84819076045068,549027.2975236112,19747.315839364088,-5217.782502795359,-26142.429321238084,-8867.733458098455,-2346.3096681603274,31882.071485071738,9139.772142547108,778.7367495509836,31882.071485071738
2025-01-15 03:45:36,-3589.8889461701265,2838.238054421363,5179.217636257161,3979.7502128494766,-2259.3109884928567,5179.217636257161,48.71211456197588,-29.583651386898868,545277.0077588344,13104.465904802348,-6655.924820967076,-24843.807948221147,2406.877489481745,-9020.080452992184,27314.61595213748,-1007.1938234253539,9281.189106460413,27314.61595213748
2025-01-15 03:50:24,-4396.518697161342,4005.0675270491006,3526.368825793902,4884.259485616996,-3393.2214528192612,3526.368825793902,30.821206756947362,-34.788708557586496,541576.1345449788,10071.983178313958,-5465.217646687409,-20897.541211307853,7382.215219737043,-11783.276540093308,19356.60017093349,-5771.393865865766,12650.44348692478,19356.60017093349
2025-01-15 03:55:12,-4767.234900645344,4774.791414457537,1522.9461428278826,5265.378573876456,-4219.117220849779,1522.9461428278826,12.795722817676943,-38.70499386829781,539877.9329071986,8691.872161127598,-3890.689760850835,-18780.980433282577,10357.1068814653,-13284.750529569654,12635.548066028654,-8826.657715751728,14347.277552063932,12635.548066028654
2025-01-15 04:00:00,-4665.195463650426,5071.011750666227,-631.926414822644,5100.510798376796,-4632.92547804313,-631.926414822644,-5.272266237091972,-42.24967787342096,541474.2079518726,8709.999261147866,-3179.2848829060645,-18134.92661341039,11821.881457485366,-15033.162708537111,7006.756778529188,-10428.340185431825,16031.300109257978,7006.756778529188
2025-01-15 04:04:48,-4100.873417229969,4864.7449573471085,-2724.0564602153927,4424.952547728955,-4571.94720382077,-2724.0564602153927,-23.305940605115428,-45.93603622873141,546415.7203636076,9985.639184773445,-2854.493605480904,-17869.00557270773,12109.643406056191,-16616.382112230902,2101.1582301594563,-10941.162645806246,17408.003270895868,2101.1582301594563
2025-01-15 04:09:36,-3130.874337779052,4177.251801748192,-4546.06116862135,3326.318030066116,-4023.3586836160907,-4546.06116862135,-41.22603096275345,-50.417706279796334,553427.0278668087,12161.13016880689,-1674.962012307171,-18102.62700629129,12491.312671967224,-17737.59424940921,-2783.6212437615322,-11632.136607476446,18312.52412887229,-2783.6212437615322
2025-01-15 04:14:24,-1851.84344842894,3077.468861232567,-5918.249144553943,1933.2068444532756,-3027.0199943020316,-5918.249144553943,-58.903878885492205,-57.435656735138764,560357.5611837013,14355.574094011543,1529.173538724352,-21150.235317436465,13784.849077519732,-18743.321491954815,-10696.689610452151,-13280.402019692068,19104.059433432747,-10696.689610452151
2025-01-15 04:19:12,-390.414313335104,1674.6027871669396,-6706.096328488056,399.87628449932,-1672.368616047079,-6706.096328488056,-75.70343924587439,-76.55261479708642,564971.3314663349,12448.854645392734,6777.064396960158,-33877.624642652794,11342.096189870825,-18292.98136114317,-29754.322747992825,-11238.486300318005,18356.81722785784,-29754.322747992825
2025-01-15 04:24:00,1109.4257267853993,107.05527511716632,-6832.748427930941,-1110.9380135222873,-90.01669453428141,-6832.748427930941,-80.7913397746686,-175.3675780694828,565754.2071342524,-20810.12329470471,-793.3910884821328,-979.4771765934129,20254.510014664025,2437.1666360665713,-4297.105927654162,-20214.722351511842,-2747.7185804534083,-4297.105927654162
2025-01-15 04:28:48,2500.195897426386,-1471.004826720701,-6285.878910229101,-2445.087307864437,1560.8916626926966,-6285.878910229101,-65.36170297399678,147.4467060656506,562447.6755023338,18286.06608057807,-4288.4246652148295,-28860.824548989818,-21843.83594948957,19032.394874966714,-18610.01796869611,22521.05495994572,-18226.006341378703,-18610.01796869611
2025-01-15 04:33:36,3644.8976179653514,-2904.2683800583595,-5118.767403686497,-3472.4371637605036,3108.4133593509096,-5118.767403686497,-47.859260090093294,138.16612474822003,556138.8715019682,29661.349952558154,-4298.158972499076,-20874.425575214107,-23955.919676027395,27213.271497483416,4423.037591534709,25476.35643776869,-25795.416177603758,4423.037591534709
2025-01-15 04:38:24,4430.159806329968,-4051.1088958396845,-3445.5957196396416,-4099.484265460355,4385.433610581283,-3445.5957196396416,-30.00749797294639,133.06981134080903,548879.9927840233,34136.222265331715,-2880.4747306492613,-14714.350129234215,-18255.412999375585,23746.845882169342,22201.759205487713,20058.09691877115,-22245.12398541437,22201.759205487713
2025-01-15 04:43:12,4777.536965363108,-4797.513999092288,-1431.0113638794292,-4278.116121110759,5247.73498580003,-1431.0113638794292,-12.006148468601902,129.18798525172275,542954.3384358268,37233.92460363972,-1063.7783214312544,-8693.798392884466,-9442.630402745992,13266.315337705248,34610.9882066447,10711.93847130961,-12264.288228396035,34610.9882066447
2025-01-15 04:48:00,4651.761467945785,-5068.777227646972,725.6245871202643,-4009.5371426490337,5590.617071477484,725.6245871202643,6.057956151033076,125.64772930413197,540041.0993354777,39534.43905035777,478.003677860399,-1958.454512791017,908.136891422776,-2086.4269258623926,39520.349349299104,-1152.0711127182221,1962.300201744579,39520.349349299104
2025-01-15 04:52:48,4064.760151491301,-4837.463106644687,2810.0936507542283,-3342.693480709985,5361.876974653467,2810.0936507542283,24.10866304580267,121.94017816529777,540604.7146973638,40822.698021037475,1657.2113993122766,5829.005168003103,10229.961658870627,-19541.986430594414,34880.86832909891,-12881.095881257193,17905.829165200874,34880.86832909891
2025-01-15 04:57:36,3074.668359686496,-4126.434463494679,4615.143892947224,-2367.2205407979095,4569.169926233683,4615.143892947224,42.06349695157589,117.38801747689926,543770.9279566249,40359.60272653683,2466.9550359851887,15756.35522178116,15628.958308812262,-35529.53810049959,19407.05319761241,-21166.559956354882,32535.967099004105,19407.05319761241
2025-01-15 05:02:24,1779.856843547156,-3006.4581419016545,5961.597464650936,-1201.8478881070446,3280.5857093484133,5961.597464650936,59.78183968327219,110.12039017593364,547742.9139344329,34117.28632194887,2441.9158834282757,29981.65591029591,13039.210065303763,-42690.78248234821,-8736.587560178952,-20604.52655315803,39597.694296543246,-8736.587560178952
2025-01-15 05:07:12,308.80940841640484,-1588.8068237838054,6716.215198367664,20.048089521426732,1618.415412721658,6716.215198367664,76.53112033835596,89.29028594335841,550567.661756306,344.66128617345936,1007.5054552998525,45391.45861936997,-1142.53588568404,-10894.316371313515,-44062.760430893075,-1092.1253129578101,10899.485297441448,-44062.760430893075
2025-01-15 05:12:00,-1192.799972749991,-13.957197192607554,6804.546571171201,1165.7572931358854,-252.93578601365496,6804.546571171201,80.11678828415002,-12.241788996530302,550928.1822896879,25448.91888960748,-3100.4910205665315,-22761.685549898782,-21340.596064628506,1457.6633348088617,26791.958187105723,21126.696717034552,3347.9110827089116,26791.958187105723
2025-01-15 05:16:48,-2576.4051557548123,1562.266854725114,6217.889621346163,2117.6128161050415,-2143.4218467302126,6217.889621346163,64.28491362074301,-45.347035535238,548659.9007239826,9245.289639400078,-9790.693696914415,-33740.789013063906,-2529.8932948366346,-11370.037135568486,34410.69313832295,-319.3835954899123,11643.714985621973,34410.69313832295
2025-01-15 05:21:36,-3704.9741855532016,2983.833992072396,5014.092323922279,2785.044426463876,-3856.6340960071393,5014.092323922279,46.68351217944284,-54.1652998855972,544814.2006254615,8754.814935468152,-10343.281630337253,-28751.331320625028,-567.0648058043425,-16882.018226321234,26924.80659650683,-3913.1232174570555,16432.028741845083,26924.80659650683
2025-01-15 05:26:24,-4466.45215985994,4109.753260854304,3312.1760060260976,3113.285080669657,-5210.251699092841,3312.1760060260976,28.770902188514295,-59.14038870414751,541248.4604472574,10093.138111349597,-8640.69052346422,-25409.102149812556,1515.1115157201148,-19381.165756139868,21076.771402295817,-6964.251014951094,18150.05115069346,21076.771402295817
2025-01-15 05:31:12,-4785.055813258197,4828.163214191069,1280.9580634809395,3087.9402077265313,-6055.786029275615,1280.9580634809395,10.736501211311023,-62.98225283065428,539880.2686369792,11478.458929974706,-6314.304191027142,-24304.814434569853,4251.004820793719,-22236.68276579447,15805.3269219533,-10819.248122375506,19886.8039785046,15805.3269219533
2025-01-15 05:36:00,-4629.1538900468395,5067.795088229548,-877.6460983706324,2734.883819169653,-6295.39699222085,-877.6460983706324,-7.331396774391745,-66.51862278798772,541881.6151931947,12743.598226998936,-4031.600649330299,-24954.01742010311,6811.879006098738,-25798.369285013054,9455.079672325719,-14812.246258158215,22193.578218649458,9455.079672325719
2025-01-15 05:40:48,-4014.609681560266,4805.334858318215,-2949.109985832451,2115.415923528756,-5893.500612227554,-2949.109985832451,-25.35633026648792,-70.25488308129268,547145.6934409607,13861.482499664531,-1591.753290306819,-26954.09195264427,8736.090669598156,-29050.158094098922,983.0987426145148,-18200.895957673805,24268.464142123095,983.0987426145148
2025-01-15 05:45:36,-3003.0161851895455,4067.6389507369545,-4728.198246867112,1317.3114337423426,-4881.442760966731,-4728.198246867112,-43.257412516222054,-74.89784364268395,554265.6576542277,14237.950712218775,1437.276815810503,-30455.66974398849,9708.600383085219,-30459.776701591793,-10501.328800416475,-20125.227793587823,24840.091069991606,-10501.328800416475
2025-01-15 05:50:24,-1695.0883159648643,2928.578088883781,-6039.5693950149935,443.0866791731569,-3354.6338423664192,-6039.5693950149935,-60.89012952644963,-82.47581307186282,561038.0095758662,12473.64362007511,4983.562226524785,-36083.957343242,8666.34531319854,-27554.85882565428,-25457.884224457022,-18566.309586804353,22128.441750748574,-25457.884224457022
2025-01-15 05:55:12,-220.23568733072918,1501.1589487609128,-6754.745526436601,-402.79211247313924,-1462.7851727264783,-6754.745526436601,-77.4159044504257,-105.39541073281033,565271.2009808244,27831.128886400806,6815.1777762619895,-21844.78568902731,-1903.9705403963885,-32585.74481612517,-15256.381483586309,-11376.673548481704,30594.56108545443,-15256.381483586309
2025-01-15 06:00:00,1276.2890821282142,-73.86997922540047,-6803.99092483514,-1126.072996137074,605.2521807984782,-6803.99092483514,-79.42254235617428,151.74244625757532,565574.6412665024,13115.829760694955,-2379.2541682279048,-31208.988782141743,-15276.20854520961,10911.953927419483,-28271.072414776732,18453.235841253125,-3451.285705060026,-28271.072414776732
2025-01-15 06:04:48,2647.330158592864,-1641.6216504460165,-6182.512615480218,-1652.9353541988003,2640.2809181312714,-6182.512615480218,-63.400978634568126,122.04842922052715,561847.811418633,41811.39581254262,-3312.895758381888,9184.544771051302,-14848.280032551402,29960.838521250906,26933.263744465145,26532.28662080619,-20350.946697707346,26933.263744465145
2025-01-15 06:09:36,3757.772698972987,-3047.754051428767,-4950.879638606653,-1937.3774472671878,4433.534599162125,-4950.879638606653,-45.835511443673795,113.60449046514104,555315.2967575211,36497.041539937694,-3007.7599254022557,22745.032190368565,-1381.823616199822,10673.690511786175,41744.22169151096,6131.366518193299,-8845.53278594681,41744.22169151096
2025-01-15 06:14:24,4497.548695232391,-4153.236193311079,-3229.6600574218764,-1965.2152637630388,5797.865478819636,-3229.6600574218764,-27.960858002489324,108.72434425010778,548097.2887330465,31742.91683000626,-2048.5844092957936,29176.886974676214,5435.3022341061505,-9653.894043853727,41717.62241434309,-9388.716550858444,5881.511890124043,41717.62241434309
2025-01-15 06:19:12,4792.666288573122,-4848.085145626401,-1188.3458574453534,-1754.3462982215947,6587.552565162938,-1188.3458574453534,-9.948435834735406,104.91245994497044,542449.1252609892,27265.359115714095,-795.3355915085388,33989.34859141207,8171.7543412049445,-27594.287760118084,32727.448694930295,-20790.291318555974,19899.39880727005,32727.448694930295
2025-01-15 06:24:00,4613.04792157319,-5062.698627620321,970.9462611791927,-1351.1869228763321,6714.567925063191,970.9462611791927,8.11799551178251,101.37779794762722,539934.9707214972,22111.65813170655,380.6740851353506,38367.80631633155,7736.049688720276,-40373.04659645185,16472.08375872548,-27404.146422487484,30640.53059463051,16472.08375872548
